development-plan,development-plan-status,notes,end-date,entry-date,start-date
0516a876-6782-4d0c-b31e-e865d85d4bf2,published,,2013-01-25,2020-07-13,
0516a876-6782-4d0c-b31e-e865d85d4bf2,sound,,2016-08-22,2020-07-13,
0516a876-6782-4d0c-b31e-e865d85d4bf2,adopted,,2016-10-19,2020-07-13,
7a2071b3-b840-4224-9548-89f9c3d4ede1,submitted,,2007-06-18,2020-07-13,
7a2071b3-b840-4224-9548-89f9c3d4ede1,published,,2007-06-18,2020-07-13,
7a2071b3-b840-4224-9548-89f9c3d4ede1,sound,,2008-07-15,2020-07-13,
7a2071b3-b840-4224-9548-89f9c3d4ede1,adopted,,2008-09-24,2020-07-13,
947c00eb-7d3e-417a-9240-05057ac08a86,submitted,,2010-11-18,2020-07-13,
947c00eb-7d3e-417a-9240-05057ac08a86,published,,2010-08-09,2020-07-13,
947c00eb-7d3e-417a-9240-05057ac08a86,sound,,2011-06-07,2020-07-13,
947c00eb-7d3e-417a-9240-05057ac08a86,adopted,,2011-07-13,2020-07-13,
15403182-0a1c-4078-a043-413a644bc4a7,submitted,,2017-03-03,2020-07-13,
15403182-0a1c-4078-a043-413a644bc4a7,published,,2016-07-28,2020-07-13,
15403182-0a1c-4078-a043-413a644bc4a7,sound,,2018-01-24,2020-07-13,
15403182-0a1c-4078-a043-413a644bc4a7,adopted,,2018-03-15,2020-07-13,
f4e01c41-d817-4a06-a17e-436572c7c435,submitted,,2017-05-19,2020-07-13,
f4e01c41-d817-4a06-a17e-436572c7c435,published,,2017-01-04,2020-07-13,
f4e01c41-d817-4a06-a17e-436572c7c435,sound,,2018-04-26,2020-07-13,
f4e01c41-d817-4a06-a17e-436572c7c435,adopted,,2018-07-03,2020-07-13,
e960591a-c774-4e2d-af8c-162e06689991,submitted,,2012-03-22,2020-07-13,
e960591a-c774-4e2d-af8c-162e06689991,published,,2012-01-11,2020-07-13,
e960591a-c774-4e2d-af8c-162e06689991,sound,,2012-09-27,2020-07-13,
e960591a-c774-4e2d-af8c-162e06689991,adopted,,2012-12-20,2020-07-13,
864b5265-0f48-42d0-ac2e-e987fe5073f8,submitted,,2014-03-21,2020-07-13,
864b5265-0f48-42d0-ac2e-e987fe5073f8,published,,2013-11-04,2020-07-13,
864b5265-0f48-42d0-ac2e-e987fe5073f8,sound,,2014-10-31,2020-07-13,
864b5265-0f48-42d0-ac2e-e987fe5073f8,adopted,,2014-11-26,2020-07-13,
dae4fee0-67da-4a86-9866-21747547ea10,published,,2018-11-09,2020-07-13,
12667eb0-cc73-47bb-8ff0-69487a91411e,submitted,,2018-03-26,2020-07-13,
12667eb0-cc73-47bb-8ff0-69487a91411e,published,,2018-01-08,2020-07-13,
12667eb0-cc73-47bb-8ff0-69487a91411e,sound,,2019-04-16,2020-07-13,
12667eb0-cc73-47bb-8ff0-69487a91411e,adopted,,2019-07-24,2020-07-13,
876e1503-2382-454f-88cd-876e91fff245,submitted,,2007-01-26,2020-07-13,
876e1503-2382-454f-88cd-876e91fff245,published,,2007-01-26,2020-07-13,
876e1503-2382-454f-88cd-876e91fff245,sound,,2007-12-14,2020-07-13,
876e1503-2382-454f-88cd-876e91fff245,adopted,,2008-01-31,2020-07-13,
eb59f334-6abc-4303-99a2-20864f8a83c3,submitted,,2018-03-29,2020-07-13,
eb59f334-6abc-4303-99a2-20864f8a83c3,published,,2017-11-30,2020-07-13,
eb59f334-6abc-4303-99a2-20864f8a83c3,sound,,2019-09-24,2020-07-13,
eb59f334-6abc-4303-99a2-20864f8a83c3,adopted,,2019-11-04,2020-07-13,
7a53a5cc-8931-4548-94cc-8fd20b44a4dd,submitted,,2012-09-28,2020-07-13,
7a53a5cc-8931-4548-94cc-8fd20b44a4dd,published,,2012-05-03,2020-07-13,
7a53a5cc-8931-4548-94cc-8fd20b44a4dd,sound,,2014-11-25,2020-07-13,
7a53a5cc-8931-4548-94cc-8fd20b44a4dd,adopted,,2014-12-16,2020-07-13,
54ee799a-3874-4a32-82ee-c5632b7c4b69,submitted,,2008-12-22,2020-07-13,
54ee799a-3874-4a32-82ee-c5632b7c4b69,published,,2008-08-29,2020-07-13,
54ee799a-3874-4a32-82ee-c5632b7c4b69,sound,,2009-06-23,2020-07-13,
54ee799a-3874-4a32-82ee-c5632b7c4b69,adopted,,2009-10-01,2020-07-13,
81c562eb-d68f-406e-b15e-8b6a3f61f4d0,submitted,,2018-05-18,2020-07-13,
81c562eb-d68f-406e-b15e-8b6a3f61f4d0,published,,2018-01-26,2020-07-13,
a1fd6006-2964-43ed-8cf4-6191f59bb5b8,submitted,,2013-12-09,2020-07-13,
a1fd6006-2964-43ed-8cf4-6191f59bb5b8,published,,2012-11-29,2020-07-13,
a1fd6006-2964-43ed-8cf4-6191f59bb5b8,sound,,2014-10-02,2020-07-13,
a1fd6006-2964-43ed-8cf4-6191f59bb5b8,adopted,,2014-12-15,2020-07-13,
f95887c6-88cb-4a54-9da5-7acef0ae60df,submitted,,2010-01-14,2020-07-13,
f95887c6-88cb-4a54-9da5-7acef0ae60df,published,,2009-09-21,2020-07-13,
f95887c6-88cb-4a54-9da5-7acef0ae60df,sound,,2011-10-27,2020-07-13,
f95887c6-88cb-4a54-9da5-7acef0ae60df,adopted,,2011-12-13,2020-07-13,
0079694f-85e8-4ba5-a0d9-7dfd870a6643,submitted,,2017-06-06,2020-07-13,
0079694f-85e8-4ba5-a0d9-7dfd870a6643,published,,2017-01-30,2020-07-13,
0079694f-85e8-4ba5-a0d9-7dfd870a6643,sound,,2019-04-09,2020-07-13,
0079694f-85e8-4ba5-a0d9-7dfd870a6643,adopted,,2019-06-11,2020-07-13,
c2992718-cac6-4bff-9fb1-8b8a5cdbef95,submitted,,2012-01-25,2020-07-13,
c2992718-cac6-4bff-9fb1-8b8a5cdbef95,published,,2010-11-01,2020-07-13,
c2992718-cac6-4bff-9fb1-8b8a5cdbef95,sound,,2012-10-31,2020-07-13,
c2992718-cac6-4bff-9fb1-8b8a5cdbef95,adopted,,2012-11-13,2020-07-13,
c6778cf4-8637-4b34-a625-aeb5374270bd,submitted,,2019-01-28,2020-07-13,
c6778cf4-8637-4b34-a625-aeb5374270bd,published,,2018-10-22,2020-07-13,
7c4e3e98-d750-446f-aaed-8ba26f1e2558,submitted,,2016-08-17,2020-07-13,
7c4e3e98-d750-446f-aaed-8ba26f1e2558,published,,2015-06-12,2020-07-13,
7c4e3e98-d750-446f-aaed-8ba26f1e2558,sound,,2018-03-12,2020-07-13,
7c4e3e98-d750-446f-aaed-8ba26f1e2558,adopted,,2018-03-28,2020-07-13,
43a07557-8479-4374-b7b5-50099a966ce5,submitted,,2011-03-31,2020-07-13,
43a07557-8479-4374-b7b5-50099a966ce5,published,,2010-12-08,2020-07-13,
43a07557-8479-4374-b7b5-50099a966ce5,sound,,2012-06-07,2020-07-13,
43a07557-8479-4374-b7b5-50099a966ce5,adopted,,2012-07-18,2020-07-13,
61bd5d04-0ba0-4210-b305-495fe8ad8bc7,submitted,,2010-08-25,2020-07-13,
61bd5d04-0ba0-4210-b305-495fe8ad8bc7,published,,2010-05-21,2020-07-13,
61bd5d04-0ba0-4210-b305-495fe8ad8bc7,sound,,2011-05-17,2020-07-13,
61bd5d04-0ba0-4210-b305-495fe8ad8bc7,adopted,,2011-06-28,2020-07-13,
71b4f889-b9f7-4a2b-9720-18a3aae13237,submitted,,2007-05-04,2020-07-13,
71b4f889-b9f7-4a2b-9720-18a3aae13237,published,,2007-05-04,2020-07-13,
71b4f889-b9f7-4a2b-9720-18a3aae13237,sound,,2008-06-10,2020-07-13,
71b4f889-b9f7-4a2b-9720-18a3aae13237,adopted,,2008-07-23,2020-07-13,
72209839-2460-4c35-9d63-79e389f0062c,submitted,,2018-05-15,2020-07-13,
72209839-2460-4c35-9d63-79e389f0062c,published,,2018-02-09,2020-07-13,
72209839-2460-4c35-9d63-79e389f0062c,sound,,2020-06-12,2020-07-13,
bfad269b-2eb1-4d33-ac9c-8f1fc83a35f7,submitted,,2016-06-10,2020-07-13,
bfad269b-2eb1-4d33-ac9c-8f1fc83a35f7,published,,2014-06-26,2020-07-13,
bfad269b-2eb1-4d33-ac9c-8f1fc83a35f7,sound,,2018-09-11,2020-07-13,
bfad269b-2eb1-4d33-ac9c-8f1fc83a35f7,adopted,,2018-10-29,2020-07-13,
97695714-434d-48b5-8621-6504aec6849c,submitted,,2016-05-20,2020-07-13,
97695714-434d-48b5-8621-6504aec6849c,published,,2016-02-05,2020-07-13,
97695714-434d-48b5-8621-6504aec6849c,sound,,2017-07-27,2020-07-13,
97695714-434d-48b5-8621-6504aec6849c,adopted,,2017-10-25,2020-07-13,
cce851d7-7c70-41e5-87f4-767f9fc85bbe,submitted,,2018-02-28,2020-07-13,
cce851d7-7c70-41e5-87f4-767f9fc85bbe,published,,2017-11-28,2020-07-13,
cce851d7-7c70-41e5-87f4-767f9fc85bbe,sound,,2018-11-26,2020-07-13,
cce851d7-7c70-41e5-87f4-767f9fc85bbe,adopted,,2018-12-10,2020-07-13,
7126a8e1-f2cc-4e04-9a8f-784acc04e6b0,submitted,,2016-10-04,2020-07-13,
7126a8e1-f2cc-4e04-9a8f-784acc04e6b0,published,,2016-07-04,2020-07-13,
7126a8e1-f2cc-4e04-9a8f-784acc04e6b0,sound,,2017-10-12,2020-07-13,
7126a8e1-f2cc-4e04-9a8f-784acc04e6b0,adopted,,2017-11-21,2020-07-13,
22f9f356-6c82-4256-a696-f6bc9a554df3,submitted,,2017-06-09,2020-07-13,
22f9f356-6c82-4256-a696-f6bc9a554df3,published,,2016-10-19,2020-07-13,
ac0c21f8-0035-4190-ac6d-31803fc784f4,submitted,,2017-07-31,2020-07-13,
ac0c21f8-0035-4190-ac6d-31803fc784f4,published,,2017-03-15,2020-07-13,
ac0c21f8-0035-4190-ac6d-31803fc784f4,sound,,2019-03-18,2020-07-13,
ac0c21f8-0035-4190-ac6d-31803fc784f4,adopted,,2019-03-26,2020-07-13,
07c8f922-782d-4cb8-9134-56b28df58f2f,submitted,,2016-12-21,2020-07-13,
07c8f922-782d-4cb8-9134-56b28df58f2f,published,,2016-02-29,2020-07-13,
07c8f922-782d-4cb8-9134-56b28df58f2f,sound,,2018-02-07,2020-07-13,
07c8f922-782d-4cb8-9134-56b28df58f2f,adopted,,2018-03-22,2020-07-13,
1d9933b6-9107-439d-8566-d847fe7b3757,submitted,,2017-11-24,2020-07-13,
1d9933b6-9107-439d-8566-d847fe7b3757,published,,2017-07-31,2020-07-13,
1d9933b6-9107-439d-8566-d847fe7b3757,sound,,2018-10-24,2020-07-13,
1d9933b6-9107-439d-8566-d847fe7b3757,adopted,,2018-11-13,2020-07-13,
86b612dd-a8bd-405b-aa8e-cb39448005c2,submitted,,2013-02-25,2020-07-13,
86b612dd-a8bd-405b-aa8e-cb39448005c2,published,,2012-08-03,2020-07-13,
86b612dd-a8bd-405b-aa8e-cb39448005c2,sound,,2014-10-20,2020-07-13,
86b612dd-a8bd-405b-aa8e-cb39448005c2,adopted,,2014-12-09,2020-07-13,
6bcaab31-cd8c-47a3-9047-7f4cd728b35f,submitted,,2013-03-22,2020-07-13,
6bcaab31-cd8c-47a3-9047-7f4cd728b35f,published,,2012-07-30,2020-07-13,
6bcaab31-cd8c-47a3-9047-7f4cd728b35f,sound,,2015-01-16,2020-07-13,
6bcaab31-cd8c-47a3-9047-7f4cd728b35f,adopted,,2015-02-17,2020-07-13,
ec7b71e5-da20-46c8-a9dd-6b2ef591d5bd,submitted,,2017-09-29,2020-07-13,
ec7b71e5-da20-46c8-a9dd-6b2ef591d5bd,published,,2017-07-17,2020-07-13,
ec7b71e5-da20-46c8-a9dd-6b2ef591d5bd,sound,,2019-02-25,2020-07-13,
ec7b71e5-da20-46c8-a9dd-6b2ef591d5bd,adopted,,2019-03-07,2020-07-13,
04ab2fba-19b9-4013-8285-ed0e316d50d0,submitted,,2014-12-05,2020-07-13,
04ab2fba-19b9-4013-8285-ed0e316d50d0,published,,2013-11-29,2020-07-13,
04ab2fba-19b9-4013-8285-ed0e316d50d0,sound,,2015-12-17,2020-07-13,
04ab2fba-19b9-4013-8285-ed0e316d50d0,adopted,,2016-01-15,2020-07-13,
5f25d9c6-6334-4507-8b61-01a9ba6f8d40,submitted,,2018-12-21,2020-07-13,
5f25d9c6-6334-4507-8b61-01a9ba6f8d40,published,,2018-09-20,2020-07-13,
5f25d9c6-6334-4507-8b61-01a9ba6f8d40,sound,,2020-03-31,2020-07-13,
74b773dc-a0f4-4613-8316-af10f6e461bf,submitted,,2011-02-28,2020-07-13,
74b773dc-a0f4-4613-8316-af10f6e461bf,published,,2010-10-14,2020-07-13,
74b773dc-a0f4-4613-8316-af10f6e461bf,sound,,2011-08-30,2020-07-13,
74b773dc-a0f4-4613-8316-af10f6e461bf,adopted,,2011-11-09,2020-07-13,
dde7dcc5-e3c2-433e-a9bc-145fa63863bf,submitted,,2014-11-21,2020-07-13,
dde7dcc5-e3c2-433e-a9bc-145fa63863bf,published,,2014-08-18,2020-07-13,
dde7dcc5-e3c2-433e-a9bc-145fa63863bf,sound,,2015-07-09,2020-07-13,
dde7dcc5-e3c2-433e-a9bc-145fa63863bf,adopted,,2015-07-21,2020-07-13,
4c19e2f5-5e6e-4b18-afb6-056c7263e7f8,submitted,,2019-03-08,2020-07-13,
4c19e2f5-5e6e-4b18-afb6-056c7263e7f8,published,,2018-11-05,2020-07-13,
4c19e2f5-5e6e-4b18-afb6-056c7263e7f8,sound,,2020-04-25,2020-07-13,
51ddab07-f679-41d6-a419-32f7bd25f277,submitted,,2012-05-21,2020-07-13,
51ddab07-f679-41d6-a419-32f7bd25f277,published,,2012-03-02,2020-07-13,
51ddab07-f679-41d6-a419-32f7bd25f277,sound,,2014-01-31,2020-07-13,
51ddab07-f679-41d6-a419-32f7bd25f277,adopted,,2014-07-03,2020-07-13,
022aa306-998a-46f1-9fab-302f0bf8cdec,submitted,,2013-11-26,2020-07-13,
022aa306-998a-46f1-9fab-302f0bf8cdec,published,,2012-09-01,2020-07-13,
022aa306-998a-46f1-9fab-302f0bf8cdec,sound,,2014-03-26,2020-07-13,
022aa306-998a-46f1-9fab-302f0bf8cdec,adopted,,2014-06-19,2020-07-13,
07c4c137-0337-42cd-ad8f-10a773954b6d,submitted,,2018-10-04,2020-07-13,
07c4c137-0337-42cd-ad8f-10a773954b6d,published,,2018-06-14,2020-07-13,
d2a08f60-f8a2-470b-b214-d189416d1b66,submitted,,2019-05-29,2020-07-13,
d2a08f60-f8a2-470b-b214-d189416d1b66,published,,2019-01-30,2020-07-13,
df5e4626-c8f9-458c-9b75-c6aaf19841f7,submitted,,2018-01-29,2020-07-13,
df5e4626-c8f9-458c-9b75-c6aaf19841f7,published,,2017-11-06,2020-07-13,
df5e4626-c8f9-458c-9b75-c6aaf19841f7,sound,,2019-03-25,2020-07-13,
df5e4626-c8f9-458c-9b75-c6aaf19841f7,adopted,,2019-04-16,2020-07-13,
99cb8ce2-eafb-4b1a-ac95-3aef85ceb28e,submitted,,2014-04-25,2020-07-13,
99cb8ce2-eafb-4b1a-ac95-3aef85ceb28e,published,,2014-01-22,2020-07-13,
99cb8ce2-eafb-4b1a-ac95-3aef85ceb28e,sound,,2017-07-21,2020-07-13,
99cb8ce2-eafb-4b1a-ac95-3aef85ceb28e,adopted,,2017-07-21,2020-07-13,
bd7f2dda-27ce-4b5e-9bda-dcfd2a63d8e3,submitted,,2006-08-22,2020-07-13,
bd7f2dda-27ce-4b5e-9bda-dcfd2a63d8e3,published,,2006-08-22,2020-07-13,
bd7f2dda-27ce-4b5e-9bda-dcfd2a63d8e3,sound,,2007-05-01,2020-07-13,
bd7f2dda-27ce-4b5e-9bda-dcfd2a63d8e3,adopted,,2007-07-11,2020-07-13,
e21c636d-aee8-43e1-abb6-5b094b158ba7,submitted,,2017-03-31,2020-07-13,
e21c636d-aee8-43e1-abb6-5b094b158ba7,published,,2015-02-09,2020-07-13,
e21c636d-aee8-43e1-abb6-5b094b158ba7,sound,,2020-06-27,2020-07-13,
58b14fc2-abb1-49dc-9052-d2833a799438,submitted,,2011-07-18,2020-07-13,
58b14fc2-abb1-49dc-9052-d2833a799438,published,,2011-02-10,2020-07-13,
58b14fc2-abb1-49dc-9052-d2833a799438,sound,,2012-03-26,2020-07-13,
58b14fc2-abb1-49dc-9052-d2833a799438,adopted,,2012-07-11,2020-07-13,
13ed529a-72eb-484c-a96b-dc2d46d9913e,submitted,,2016-06-30,2020-07-13,
13ed529a-72eb-484c-a96b-dc2d46d9913e,published,,2016-04-15,2020-07-13,
13ed529a-72eb-484c-a96b-dc2d46d9913e,sound,,2017-04-10,2020-07-13,
13ed529a-72eb-484c-a96b-dc2d46d9913e,adopted,,2017-04-24,2020-07-13,
76b9910c-53ea-45c8-ac22-5a35ea0e12f8,submitted,,2008-11-21,2020-07-13,
76b9910c-53ea-45c8-ac22-5a35ea0e12f8,published,,2008-09-05,2020-07-13,
76b9910c-53ea-45c8-ac22-5a35ea0e12f8,sound,,2010-12-21,2020-07-13,
76b9910c-53ea-45c8-ac22-5a35ea0e12f8,adopted,,2011-03-14,2020-07-13,
211c51b8-45eb-422a-b364-46acfed71b84,submitted,,2019-03-22,2020-07-13,
211c51b8-45eb-422a-b364-46acfed71b84,published,,2018-11-01,2020-07-13,
211c51b8-45eb-422a-b364-46acfed71b84,sound,,2020-05-15,2020-07-13,
211c51b8-45eb-422a-b364-46acfed71b84,adopted,,2020-06-08,2020-07-13,
f5eeca0a-377f-4b4a-8628-38ccf2a56fe5,submitted,,2014-03-28,2020-07-13,
f5eeca0a-377f-4b4a-8628-38ccf2a56fe5,published,,2013-11-01,2020-07-13,
f5eeca0a-377f-4b4a-8628-38ccf2a56fe5,sound,,2015-08-11,2020-07-13,
f5eeca0a-377f-4b4a-8628-38ccf2a56fe5,adopted,,2015-09-23,2020-07-13,
695bb2ed-e6c1-401d-a735-dc4ea2b88a70,submitted,,2020-05-22,2020-07-13,
695bb2ed-e6c1-401d-a735-dc4ea2b88a70,published,,2020-01-31,2020-07-13,
16949b4c-333a-4885-97cc-3f7bc3161514,submitted,,2009-02-27,2020-07-13,
16949b4c-333a-4885-97cc-3f7bc3161514,published,,2008-11-07,2020-07-13,
16949b4c-333a-4885-97cc-3f7bc3161514,sound,,2009-09-10,2020-07-13,
16949b4c-333a-4885-97cc-3f7bc3161514,adopted,,2009-10-26,2020-07-13,
f6868aaf-a9af-4447-baa0-dd735becbf48,submitted,,2018-11-01,2020-07-13,
f6868aaf-a9af-4447-baa0-dd735becbf48,published,,2018-06-29,2020-07-13,
f6868aaf-a9af-4447-baa0-dd735becbf48,sound,,2020-03-25,2020-07-13,
269fe47a-004f-4a5e-8ac6-bb37482c33f2,submitted,,2018-05-24,2020-07-13,
269fe47a-004f-4a5e-8ac6-bb37482c33f2,published,,2018-02-21,2020-07-13,
18a7a012-9dd1-4f9c-ae0b-7f6537e4790f,submitted,,2018-03-29,2020-07-13,
18a7a012-9dd1-4f9c-ae0b-7f6537e4790f,published,,2017-11-08,2020-07-13,
18a7a012-9dd1-4f9c-ae0b-7f6537e4790f,sound,,2019-02-12,2020-07-13,
18a7a012-9dd1-4f9c-ae0b-7f6537e4790f,adopted,,2019-03-20,2020-07-13,
2ed5ae6b-8b7a-4a54-8d9f-89af587810fd,submitted,,2010-12-17,2020-07-13,
2ed5ae6b-8b7a-4a54-8d9f-89af587810fd,published,,2010-09-15,2020-07-13,
2ed5ae6b-8b7a-4a54-8d9f-89af587810fd,sound,,2011-07-15,2020-07-13,
2ed5ae6b-8b7a-4a54-8d9f-89af587810fd,adopted,,2011-10-07,2020-07-13,
b1dc0df6-bbe8-4f4e-889c-1046e3b7d114,submitted,,2010-01-14,2020-07-13,
b1dc0df6-bbe8-4f4e-889c-1046e3b7d114,published,,2009-09-21,2020-07-13,
b1dc0df6-bbe8-4f4e-889c-1046e3b7d114,sound,,2010-09-16,2020-07-13,
b1dc0df6-bbe8-4f4e-889c-1046e3b7d114,adopted,,2010-10-20,2020-07-13,
fb4d0cb4-4018-47cb-8afa-c8b261516f24,submitted,,2019-08-01,2020-07-13,
fb4d0cb4-4018-47cb-8afa-c8b261516f24,published,,2019-04-08,2020-07-13,
9a026ec2-d842-4206-8366-5f2255ce11a6,submitted,,2018-05-14,2020-07-13,
9a026ec2-d842-4206-8366-5f2255ce11a6,published,,2018-01-17,2020-07-13,
9a026ec2-d842-4206-8366-5f2255ce11a6,sound,,2019-07-24,2020-07-13,
9a026ec2-d842-4206-8366-5f2255ce11a6,adopted,,2019-08-29,2020-07-13,
ec74225d-d0a7-49c3-bf6b-889beb430bef,submitted,,2008-01-11,2020-07-13,
ec74225d-d0a7-49c3-bf6b-889beb430bef,published,,2008-01-11,2020-07-13,
ec74225d-d0a7-49c3-bf6b-889beb430bef,sound,,2008-10-13,2020-07-13,
ec74225d-d0a7-49c3-bf6b-889beb430bef,adopted,,2008-11-28,2020-07-13,
0f521478-8e31-4bd4-b667-7370f2e7a34d,submitted,,2019-07-02,2020-07-13,
0f521478-8e31-4bd4-b667-7370f2e7a34d,published,,2019-04-10,2020-07-13,
0f521478-8e31-4bd4-b667-7370f2e7a34d,sound,,2020-05-15,2020-07-13,
a9c0dfea-a696-4c82-9931-f6a5b7f8b106,submitted,,2006-03-24,2020-07-13,
a9c0dfea-a696-4c82-9931-f6a5b7f8b106,published,,2006-03-24,2020-07-13,
a9c0dfea-a696-4c82-9931-f6a5b7f8b106,sound,,2007-04-25,2020-07-13,
a9c0dfea-a696-4c82-9931-f6a5b7f8b106,adopted,,2007-06-28,2020-07-13,
df7a6d48-c8b9-4d57-87d8-04c9592b31a3,submitted,,2006-08-31,2020-07-13,
df7a6d48-c8b9-4d57-87d8-04c9592b31a3,published,,2006-08-31,2020-07-13,
df7a6d48-c8b9-4d57-87d8-04c9592b31a3,sound,,2007-08-15,2020-07-13,
df7a6d48-c8b9-4d57-87d8-04c9592b31a3,adopted,,2007-09-25,2020-07-13,
b393fec5-4ddb-4368-8a57-c35ee04956a4,submitted,,2019-01-23,2020-07-13,
b393fec5-4ddb-4368-8a57-c35ee04956a4,published,,2018-10-05,2020-07-13,
b35b2ea5-ea2c-419d-958a-286ff6f3cd41,submitted,,2017-12-21,2020-07-13,
b35b2ea5-ea2c-419d-958a-286ff6f3cd41,published,,2017-09-25,2020-07-13,
b35b2ea5-ea2c-419d-958a-286ff6f3cd41,sound,,2018-12-17,2020-07-13,
b35b2ea5-ea2c-419d-958a-286ff6f3cd41,adopted,,2019-01-30,2020-07-13,
60e20958-1eba-4aca-bed4-dca99d89ca8d,submitted,,2013-06-28,2020-07-13,
60e20958-1eba-4aca-bed4-dca99d89ca8d,published,,2012-12-20,2020-07-13,
60e20958-1eba-4aca-bed4-dca99d89ca8d,sound,,2015-02-05,2020-07-13,
60e20958-1eba-4aca-bed4-dca99d89ca8d,adopted,,2015-03-26,2020-07-13,
f150ab0a-4484-4661-810d-f33c11212694,submitted,,2010-03-26,2020-07-13,
f150ab0a-4484-4661-810d-f33c11212694,published,,2010-01-22,2020-07-13,
f150ab0a-4484-4661-810d-f33c11212694,sound,,2011-02-03,2020-07-13,
f150ab0a-4484-4661-810d-f33c11212694,adopted,,2011-04-06,2020-07-13,
2e3ad928-7219-42c1-aab7-899c1569af05,submitted,,2020-01-16,2020-07-13,
2e3ad928-7219-42c1-aab7-899c1569af05,published,,2018-01-02,2020-07-13,
93a3b417-4093-4b7b-beff-14bd0a000eb5,submitted,,2016-07-22,2020-07-13,
93a3b417-4093-4b7b-beff-14bd0a000eb5,published,,2016-01-06,2020-07-13,
93a3b417-4093-4b7b-beff-14bd0a000eb5,sound,,2017-10-18,2020-07-13,
93a3b417-4093-4b7b-beff-14bd0a000eb5,adopted,,2019-05-22,2020-07-13,
6617edd1-f845-417c-9f11-cb50ba744750,submitted,,2008-01-17,2020-07-13,
6617edd1-f845-417c-9f11-cb50ba744750,published,,2007-12-28,2020-07-13,
6617edd1-f845-417c-9f11-cb50ba744750,sound,,2008-09-15,2020-07-13,
6617edd1-f845-417c-9f11-cb50ba744750,adopted,,2008-10-15,2020-07-13,
